season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8442505,25,Weaver,Kaya,Kaya Weaver,Jr,MB,6-2,33,33,115,0.0,279,64,490,0.439,7,27,51,36,9,1,23,128,21,0.0,393.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8434421,22,Washington,Danika,Danika Washington,Sr,MB,5-11,33,32,114,0.0,191,51,374,0.374,8,1,1,23,10,3,8,106,9,0.0,253.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8432307,4,Martindale,Ava,Ava Martindale,So,L/DS,5-5,28,0,67,0.0,0,0,1,0.0,12,9,17,22,16,1,0,0,0,0.0,9.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8440139,5,Almaguer,Deanna,Deanna Almaguer,Sr,OH,5-10,4,1,4,0.0,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8431838,8,Wallace,Lauren,Lauren Wallace,So,OH,6-0,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8441633,1,Kohler,Kalia,Kalia Kohler,So,S,5-7,32,32,112,0.0,14,5,41,0.22,648,43,40,207,2,0,0,0,1,0.0,57.0,1,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,9959998,22,Massey,Alexis,Alexis Massey,Fr,S,6-0,8,0,13,0.0,0,0,4,0.0,45,4,4,4,0,0,0,0,0,0.0,4.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870418,2,Imperial,Jordan,Jordan Imperial,Fr,L/DS,5-4,3,0,4,0.0,0,0,0,0.0,0,1,3,1,5,0,0,0,0,0.0,1.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870429,15,Braziel,Landry,Landry Braziel,Fr,OH,6-0,29,11,65,0.0,92,39,225,0.236,2,0,0,28,11,0,4,21,3,0.0,106.5,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8433316,12,Hill,Madison,Madison Hill,Jr,L/DS,5-6,29,0,82,0.0,1,0,3,0.333,16,26,41,72,32,3,0,0,0,0.0,27.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870423,9,Loera,Iana,Iana Loera,Fr,OH,5-10,27,0,58,0.0,0,0,0,0.0,1,9,18,6,0,0,0,0,0,0.0,9.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870425,10,Crowe,Hannah,Hannah Crowe,Fr,MB,6-2,10,0,13,0.0,12,2,18,0.556,0,0,0,1,0,0,0,10,1,0.0,17.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870432,19,Oguntimehin,Luvina,Luvina Oguntimehin,Fr,RS,6-1,14,0,20,0.0,11,5,25,0.24,0,0,0,3,0,0,0,9,0,0.0,15.5,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870427,13,Perry,Lauren,Lauren Perry,Fr,OH,6-0,31,2,89,0.0,122,53,309,0.223,4,3,0,43,68,2,4,29,5,0.0,143.5,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8431134,14,Bluth,Sadie,Sadie Bluth,Sr,OH,5-10,31,24,123,0.0,347,152,987,0.198,5,34,34,164,15,7,14,48,2,0.0,419.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8436932,8,Streit,Jamie,Jamie Streit,Sr,OH,5-9,31,31,122,0.0,355,107,1003,0.247,38,16,13,328,683,19,13,51,5,0.0,409.5,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8431494,20,Sopoaga,Asiah,Asiah Sopoaga,Sr,L,5-8,31,0,123,0.0,3,3,12,0.0,127,28,25,483,546,36,0,0,1,0.0,31.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8438544,21,Sopoaga,Aliyah,Aliyah Sopoaga,Sr,S,5-8,31,31,123,0.0,120,31,305,0.292,1146,20,34,312,3,0,9,56,6,0.0,177.0,1,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8440183,12,Michaelson,Peyton,Peyton Michaelson,Sr,MB,6-2,9,0,15,0.0,13,8,54,0.093,0,0,0,7,1,0,0,5,0,0.0,15.5,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8439714,2,Mena,Lauren,Lauren Mena,Sr,S,5-10,1,0,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8439079,7,Robarge,Meline,Meline Robarge,Jr,OPP,5-11,31,27,122,0.0,241,91,674,0.223,27,21,47,140,377,31,11,120,5,0.0,333.0,1,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8434719,15,Bell,Marci,Marci Bell,So,MB,5-9,31,31,123,0.0,229,62,503,0.332,12,23,37,74,5,1,11,142,5,0.0,334.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8437770,5,Heimlicher,Chloe,Chloe Heimlicher,So,DS,5-6,28,4,101,0.0,1,3,6,-0.333,20,4,5,104,392,24,0,0,0,0.0,5.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8434561,26,Watts,Jaydin,Jaydin Watts,So,MB,6-2,31,31,120,0.0,235,59,538,0.327,3,0,0,48,1,0,18,143,5,0.0,324.5,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8983059,1,Hess,Sydney,Sydney  Hess,So,S,0,14,0,19,0.0,1,0,2,0.5,13,1,1,21,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8983069,4,Werbelow,Jenna,Jenna Werbelow,Fr,DS,5-5,29,5,84,0.0,0,0,1,0.0,13,9,15,99,273,27,0,0,0,0.0,9.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8983076,9,Howard,Tana,Tana Howard,Fr,OPP,6-2,2,2,7,0.0,11,9,31,0.065,34,2,4,9,0,0,1,9,1,0.0,18.5,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585230,Big Sky,294,Idaho St.,1,I,8434034,0,White,Kait,Kait White,Sr,MB,6-1,2,0,2,0.0,0,1,2,-0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_294_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8433147,12,Lotto,Sophia,Sophia Lotto,Sr,S,5-6,27,6,86,0.0,1,2,14,-0.071,25,20,10,172,296,30,0,0,0,0.0,21.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8441873,14,Bertens,Maike,Maike Bertens,Sr,OH,6-1,28,28,94,0.0,302,162,925,0.151,22,38,24,243,480,43,1,21,1,0.0,351.5,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8432116,1,Garza,Teresa,Teresa Garza,Jr,S,5-6,24,7,65,0.0,2,0,3,0.667,6,15,19,43,104,11,0,0,0,0.0,17.0,1,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8435367,5,Emmons,Sarah,Sarah Emmons,Jr,S,5-8,29,25,89,0.0,29,11,122,0.148,724,40,42,138,12,0,0,23,8,0.0,80.5,2,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8438917,2,Anderson,Chloe,Chloe Anderson,So,MH,6-1,26,26,93,0.0,91,43,234,0.205,15,12,15,31,10,0,13,57,11,0.0,144.5,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8434954,6,Powers,Katie,Katie Powers,So,RS,5-10,14,7,36,0.0,84,65,276,0.069,4,2,16,52,158,15,0,15,5,0.0,93.5,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8434688,11,Morreale,Abby,Abby Morreale,So,MH,6-0,26,23,85,0.0,59,24,168,0.208,28,0,1,20,24,2,6,52,17,0.0,91.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8432324,15,Duncan,Anna,Anna Duncan,So,DS,5-10,22,0,55,0.0,0,1,6,-0.167,2,9,12,38,59,10,0,0,0,0.0,9.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8440663,16,Curran,Mikalah,Mikalah Curran,So,OH,5-11,17,14,51,0.0,162,95,453,0.148,11,3,9,89,333,30,0,10,1,0.0,170.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8437931,17,Glover,Laila,Laila Glover,So,RS,5-10,29,15,97,0.0,243,128,637,0.181,2,0,0,44,1,0,4,43,7,0.0,268.5,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8982158,4,Jerome,Jessie,Jessie Jerome,Jr,S,0,17,3,25,0.0,8,6,36,0.056,98,3,1,24,2,0,0,2,1,0.0,12.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8982164,7,Kwan,Hunter,Hunter Kwan,Fr,S,0,11,1,19,0.0,6,2,13,0.308,79,0,0,19,1,1,0,0,0,0.0,6.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8982169,10,VanDyke,Fiona,Fiona VanDyke,Fr,OH,0,20,10,54,0.0,140,84,467,0.12,9,11,19,113,328,44,1,13,0,0.0,158.5,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8982174,22,Johnson,Brooke,Brooke Johnson,Fr,OH,0,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8982176,23,Kovach,Lizzy,Lizzy Kovach,Fr,L,0,26,0,89,0.0,1,2,9,-0.111,36,9,18,203,392,45,0,0,0,0.0,10.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585260,MAAC,381,Manhattan,1,I,8436067,9,Sing,Elenoa,Elenoa Sing,Sr,MB,6-2,9,9,33,0.0,23,13,72,0.139,9,1,7,13,12,3,2,16,4,0.0,34.0,0,0,0,0,2024_381_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8433514,8,Barr,Gigi,Gigi Barr,Jr,MH,6-1,25,25,93,0.0,242,60,478,0.381,2,8,11,37,5,0,13,36,9,0.0,281.0,1,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8439986,12,Chan,Bella,Bella Chan,Sr,L,5-3,19,4,68,0.0,0,0,3,0.0,7,5,7,51,132,10,0,0,0,0.0,5.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8437796,2,Samb,Fatima,Fatima Samb,Sr,MH,6-2,2,0,4,0.0,7,1,11,0.545,0,0,0,2,0,0,1,1,1,0.0,8.5,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8439897,18,Shultz,Cara,Cara Shultz,Sr,OH,5-11,25,11,99,0.0,32,22,166,0.06,18,48,50,256,452,23,0,2,0,0.0,81.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8430928,21,Diehl,Carly,Carly Diehl,Sr,S,5-11,25,25,99,0.0,108,14,287,0.328,1047,38,51,227,6,0,9,21,5,0.0,165.5,1,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8435063,13,Yarich,Mila,Mila Yarich,Sr,OH,6-0,16,14,60,0.0,117,57,336,0.179,17,26,31,144,235,10,9,13,2,0.0,158.5,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8440195,1,Sherlock,Halle,Halle Sherlock,Jr,S,5-10,24,0,85,0.0,1,1,2,0.0,4,19,16,32,0,0,0,0,0,0.0,20.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8440095,7,Kellen,Lauren,Lauren Kellen,Jr,RS,6-1,17,8,47,0.0,88,53,280,0.125,2,0,2,24,2,0,3,4,1,0.0,93.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8433988,24,Chukwumerije,Chidera,Chidera Chukwumerije,Jr,MB,6-2,7,1,12,0.0,11,5,28,0.214,0,0,0,1,0,0,0,4,2,0.0,13.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8433033,30,Mendoza,Isabella,Isabella Mendoza,Jr,OH,5-11,18,8,63,0.0,133,59,381,0.194,5,5,10,47,21,1,6,6,1,0.0,147.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8432363,4,Abraham,Laurece,Laurece Abraham,So,MB,6-1,25,24,97,0.0,223,47,436,0.404,7,2,4,21,10,0,15,53,8,0.0,266.5,1,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8436791,6,Jue,Arya,Arya Jue,So,L,5-8,23,0,91,0.0,1,1,19,0.0,97,8,13,273,450,19,0,0,0,0.0,9.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8431965,17,Bryan,Payton,Payton Bryan,So,OH,6-3,12,5,36,0.0,73,23,181,0.276,0,0,0,17,0,0,0,3,0,0.0,74.5,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8432964,33,Goodenow,Betsy,Betsy Goodenow,So,RS,6-0,25,25,99,0.0,355,91,823,0.321,34,18,24,239,512,31,8,48,2,0.0,405.0,1,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8976462,10,Bolane,Cam,Cam Bolane,Fr,MB,6-2,9,0,12,0.0,1,4,13,-0.231,0,0,0,1,1,0,1,1,0,0.0,2.5,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585362,Ivy League,813,Yale,1,I,8976482,16,Miljailovic,Mila,Mila Miljailovic,Fr,OH,5-10,10,0,26,0.0,0,0,0,0.0,1,6,3,7,2,2,0,0,0,0.0,6.0,0,0,0,0,2024_813_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974440,1,Moody,Whitley,Whitley Moody,Sr,OH,6-1,27,27,97,0.0,363,104,1069,0.242,6,30,12,269,584,52,4,43,4,0.0,418.5,1,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8430694,14,Sweeney,Lauryn,Lauryn Sweeney,Sr,OH,6-1,16,9,40,0.0,73,40,304,0.109,2,3,4,68,177,16,0,11,1,0.0,81.5,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8438004,16,Naumann,Ryan,Ryan Naumann,Sr,L/DS,5-8,26,0,92,0.0,3,1,7,0.286,73,18,41,300,496,44,0,1,0,0.0,21.5,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8434614,18,Hayes,Audrey,Audrey Hayes,Sr,MB,6-0,3,0,4,0.0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8430856,4,Pyle,Alexa,Alexa Pyle,Jr,MB,6-3,8,6,21,0.0,14,10,47,0.085,0,0,1,0,3,0,3,15,0,0.0,24.5,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8431123,5,Talabong,Zoe,Zoe Talabong,Jr,OH,5-10,20,15,65,0.0,93,61,427,0.075,13,13,10,174,312,19,0,15,0,0.0,113.5,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8442903,8,Colvin,Mackenzie,Mackenzie Colvin,Jr,S,5-9,16,1,40,0.0,1,3,5,-0.4,150,2,7,48,1,0,0,0,0,0.0,3.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8441648,9,Brown,Audrey,Audrey Brown,Jr,OH,6-1,27,13,93,0.0,221,85,620,0.219,8,0,4,68,32,3,6,35,2,0.0,244.5,2,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8442464,2,Fernandez,Lola,Lola Fernandez,So,L,5-6,26,1,79,0.0,0,0,7,0.0,17,17,23,89,176,19,0,0,0,0.0,17.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8429505,22,Woodrow,Whitney,Whitney Woodrow,So,S,6-1,27,26,94,0.0,19,5,91,0.154,614,32,46,239,5,2,1,13,2,0.0,58.5,1,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8441440,17,Holderied,Tatum,Tatum Holderied,So,MB,6-4,8,8,27,0.0,37,11,81,0.321,0,0,0,7,4,0,9,20,0,0.0,56.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8442989,15,Rosenkilde,Lorenza,Lorenza Rosenkilde,So,MB,6-0,24,20,75,0.0,79,31,210,0.229,2,1,6,19,6,1,13,58,6,0.0,122.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974442,6,Stammeyer,Emma,Emma Stammeyer,Fr,S,5-8,7,0,18,0.0,1,1,7,0.0,79,2,8,38,0,0,0,0,0,0.0,3.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974443,11,Kuyn,Sophia,Sophia Kuyn,Fr,MB,6-1,21,20,73,0.0,87,40,213,0.221,3,11,25,27,3,0,8,52,3,0.0,132.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974444,12,Ozaslan,Ozge,Ozge Ozaslan,Fr,L,5-7,15,4,42,0.0,0,0,4,0.0,5,7,9,57,116,15,0,0,0,0.0,7.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974446,13,Woodruff,Bridget,Bridget Woodruff,Fr,RS,6-0,19,12,50,0.0,42,36,185,0.032,2,0,0,24,1,0,1,30,1,0.0,58.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585211,Atlantic 10,236,Fordham,1,I,8974449,23,Micunovic,Mila,Mila Micunovic,Fr,RS,6-4,7,0,18,0.0,22,24,95,-0.021,0,0,0,14,17,6,2,8,2,0.0,28.0,0,0,0,0,2024_236_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8431687,12,Arcidiacono,Isabella,Isabella Arcidiacono,Sr,S,5-9,8,2,14,0.0,0,0,1,0.0,45,2,5,18,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8442609,8,Fitch,Bianca,Bianca Fitch,Sr,DS,5-7,26,0,83,0.0,0,0,12,0.0,23,16,32,62,313,39,0,0,0,0.0,16.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8438081,6,Michalowski,Leah,Leah Michalowski,Sr,MB,5-10,20,19,64,0.0,69,24,161,0.28,2,0,4,8,8,0,7,48,4,0.0,100.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8435035,25,Peirson,Lindsey,Lindsey Peirson,Sr,MB,6-2,18,6,35,0.0,35,20,109,0.138,0,2,7,13,83,9,2,13,1,0.0,45.5,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8433837,1,Berardino,Mia,Mia Berardino,Jr,OH,6-0,23,23,80,0.0,210,97,596,0.19,13,28,41,140,415,37,2,12,2,0.0,246.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8443067,18,Graves,Emma,Emma Graves,Sr,OH,6-0,26,20,94,0.0,193,75,531,0.222,7,1,0,56,6,0,10,41,11,0.0,224.5,1,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8436830,11,Rooney,Alayna,Alayna Rooney,Jr,L,5-5,19,0,35,0.0,0,0,5,0.0,3,0,1,26,95,14,0,0,0,0.0,0.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8433618,22,Watson,Kaitlyn,Kaitlyn Watson,Jr,MB,5-10,17,8,42,0.0,41,15,95,0.274,5,1,2,9,7,1,4,11,3,0.0,51.5,1,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8435879,7,Franco,Sammy,Sammy Franco,So,OH,6-1,9,0,22,0.0,28,24,91,0.044,1,0,0,6,1,0,0,3,2,0.0,29.5,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8440339,13,Parnell,Amaya,Amaya Parnell,So,S,5-9,26,13,93,0.0,15,2,53,0.245,419,27,37,126,5,0,0,0,0,0.0,42.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8437042,17,Murphy,Georgia,Georgia Murphy,So,DS,5-9,25,18,78,0.0,145,113,491,0.065,3,19,24,108,299,20,1,20,4,0.0,175.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8441003,19,Farrell,Abby,Abby Farrell,So,MB,6-1,25,24,85,0.0,108,38,257,0.272,7,40,59,33,6,0,14,44,10,0.0,184.0,1,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8442288,20,Schamaun,Maddie,Maddie Schamaun,So,S,6-1,25,11,87,0.0,3,3,26,0.0,357,36,40,151,1,0,0,3,2,0.0,40.5,2,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8442729,21,Frager,Sarah,Sarah Frager,So,L/DS,5-8,26,0,86,0.0,2,2,27,0.0,38,18,34,191,329,25,0,0,0,0.0,20.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8433663,23,Javes,Sydney,Sydney Javes,So,OH,6-3,8,0,10,0.0,9,6,28,0.107,0,0,0,0,1,0,0,0,0,0.0,9.0,1,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8955765,2,Gonzalez Jaramillo,Paloma,Paloma Gonzalez Jaramillo,Fr,MH,6-0,25,7,76,0.0,140,63,336,0.229,1,1,0,36,27,5,0,20,3,0.0,151.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8955768,3,Wheaton,Kayla,Kayla Wheaton,Fr,OH,5-10,5,0,5,0.0,4,5,15,-0.067,0,0,1,1,0,0,0,1,2,0.0,4.5,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585460,NEC,682,Stonehill,1,I,8955770,9,Polishuk,Gabi,Gabi Polishuk,Fr,OH,5-9,26,5,77,0.0,19,17,80,0.025,13,17,10,103,269,18,0,0,0,0.0,36.0,0,0,0,0,2024_682_player_season_stats.csv
2024,2024-25,WVB,585178,Sun Belt,149,Coastal Carolina,1,I,8955681,44,Malone,Lauren,Lauren Malone,Sr,OH,5-10,29,12,101,0.0,195,95,602,0.166,3,2,6,46,212,16,4,17,3,0.0,209.5,0,0,0,0,2024_149_player_season_stats.csv
2024,2024-25,WVB,585178,Sun Belt,149,Coastal Carolina,1,I,8955676,6,Bengi,Cagla,Cagla Bengi,Sr,S,5-9,23,6,78,0.0,4,2,24,0.083,356,8,20,78,3,0,0,0,0,0.0,12.0,0,0,0,0,2024_149_player_season_stats.csv
2024,2024-25,WVB,585178,Sun Belt,149,Coastal Carolina,1,I,8441455,2,Lesiak,Agata,Agata Lesiak,Sr,OPP,6-2,30,16,118,0.0,293,97,859,0.228,5,1,3,77,56,0,7,63,4,0.0,332.5,1,0,0,0,2024_149_player_season_stats.csv
2024,2024-25,WVB,585178,Sun Belt,149,Coastal Carolina,1,I,8955677,10,Unal,DiLara,DiLara Unal,Sr,MB,6-4,30,29,118,0.0,99,15,261,0.322,19,30,36,68,16,0,19,85,16,0.0,190.5,1,0,0,0,2024_149_player_season_stats.csv
2024,2024-25,WVB,585178,Sun Belt,149,Coastal Carolina,1,I,8437703,1,Earnhardt,Bailee,Bailee Earnhardt,Jr,DS,5-5,28,16,108,0.0,0,3,7,-0.429,7,14,28,183,438,20,0,0,0,0.0,14.0,0,0,0,0,2024_149_player_season_stats.csv
