season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585411,WCC,551,Portland,1,I,8974115,14,Woodward-Hart,Tinoa,Tinoa Woodward-Hart,Fr,DS,5-4,28,1,107,0.0,2,0,15,0.133,90,23,35,342,810,51,0,0,0,0.0,25.0,0,0,0,0,2024_551_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963818,10,Robinson,Devyn,Devyn Robinson,Sr,OPP,6-2,32,14,112,0.0,197,53,433,0.333,4,8,18,34,11,1,11,92,10,0.0,262.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963817,9,Crawford,CC,CC Crawford,Sr,MB,6-3,33,26,115,0.0,104,26,255,0.306,13,11,18,72,17,0,3,121,11,0.0,178.5,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963780,4,Anderson,Carly,Carly Anderson,Sr,S,5-9,14,1,33,0.0,0,1,2,-0.5,55,6,16,29,0,0,0,0,0,0.0,6.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8440542,13,Franklin,Sarah,Sarah Franklin,Sr,OH,6-4,33,33,120,0.0,535,133,1392,0.289,39,30,24,273,634,22,2,57,5,0.0,595.5,1,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8433873,14,Smrek,Anna,Anna Smrek,Sr,OPP,6-9,32,22,111,0.0,316,93,712,0.313,9,0,4,59,3,1,2,142,8,0.0,389.0,1,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8439797,22,Orzol,Julia,Julia Orzol,Sr,L,6-0,33,31,120,0.0,248,91,691,0.227,30,40,45,277,492,23,2,52,5,0.0,316.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8439603,21,Guctekin,Gulce,Gulce Guctekin,Jr,L/DS,5-5,26,4,92,0.0,0,1,2,-0.5,35,27,34,191,139,9,0,0,0,0.0,27.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8443020,52,Booth,Carter,Carter Booth,Jr,MB,6-7,29,28,107,0.0,182,54,391,0.327,10,1,1,24,12,0,17,127,10,0.0,263.5,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8433061,3,Damrow,Saige,Saige Damrow,So,L/DS,5-8,18,0,54,0.0,1,1,4,0.0,18,6,23,121,256,18,0,0,0,0.0,7.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963787,6,Shadd-Ceres,Trinity,Trinity Shadd-Ceres,Fr,OH,5-11,4,2,12,0.0,10,11,49,-0.02,0,0,0,7,28,3,1,2,0,0.0,12.0,1,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963793,8,Van Wie,Morgan,Morgan Van Wie,Fr,S,6-0,1,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963795,18,Chan,Maile,Maile Chan,Fr,L/DS,5-3,9,0,17,0.0,0,0,1,0.0,4,0,5,15,2,0,0,0,0,0.0,0.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963809,24,Fuerbringer,Charlie,Charlie Fuerbringer,Fr,S,5-11,32,32,116,0.0,63,22,152,0.27,1270,37,58,290,5,0,1,68,8,0.0,135.0,1,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585357,Big Ten,796,Wisconsin,1,I,8963810,30,Schumacher,Lola,Lola Schumacher,Fr,L/DS,5-5,30,5,108,0.0,1,0,6,0.167,75,17,34,393,555,38,0,0,0,0.0,18.0,0,0,0,0,2024_796_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8431387,2,George,Jesse,Jesse George,Sr,OH,5-9,25,3,86,0.0,0,1,9,-0.111,15,21,17,237,279,20,0,0,0,0.0,21.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8438377,20,Buish,Kendall,Kendall Buish,Sr,S,5-9,27,25,87,0.0,19,7,92,0.13,816,19,22,242,10,1,4,21,3,0.0,52.5,3,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8441945,11,Dowling,Kaylin,Kaylin Dowling,Sr,OH,5-9,28,1,72,0.0,4,8,60,-0.067,1,14,8,79,130,7,0,0,0,0.0,18.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8429622,15,Johnson,Alleigh,Alleigh Johnson,Sr,S,5-8,27,25,96,0.0,264,132,773,0.171,15,16,25,200,108,6,4,26,5,0.0,297.0,1,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8431877,6,Johnson,Jordyn,Jordyn Johnson,Sr,OH,5-9,28,27,99,0.0,244,97,956,0.154,12,20,30,313,619,29,8,22,1,0.0,283.0,1,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8442451,19,McDuffie,Kayla,Kayla McDuffie,Sr,MH,5-10,28,27,100,0.0,230,75,575,0.27,5,9,19,75,21,1,32,52,8,0.0,297.0,1,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8437090,14,Sargent,Ellis,Ellis Sargent,Jr,OH,5-11,22,4,51,0.0,63,30,230,0.143,1,0,0,27,5,1,4,15,1,0.0,74.5,1,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8440272,10,Porter,Ella,Ella Porter,Jr,OH,5-8,5,0,8,0.0,0,0,1,0.0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8973452,8,Norris,Emma,Emma Norris,Fr,OH,6-1,28,27,91,0.0,143,55,404,0.218,10,0,0,40,15,0,22,46,3,0.0,188.0,2,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8440917,4,DeSchryver,Callie,Callie DeSchryver,So,OH,5-11,11,0,23,0.0,21,16,91,0.055,1,0,0,4,4,0,1,3,0,0.0,23.5,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8440475,9,Collins,Tilley,Tilley Collins,So,L/DS,5-5,27,4,88,0.0,4,0,19,0.211,70,14,42,340,425,21,0,0,0,0.0,18.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8430787,12,Sparks,Anna Grace,Anna Grace Sparks,So,OH,5-11,25,22,81,0.0,215,119,722,0.133,7,13,15,185,461,34,4,20,4,0.0,242.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8973460,22,Cook,Marlee,Marlee Cook,Fr,S,6-0,19,3,43,0.0,7,2,17,0.294,183,1,4,59,0,0,0,0,1,0.0,8.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8973504,3,Kelly,Megan,Megan Kelly,Fr,S,5-6,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585461,ASUN,11504,Queens (NC),1,I,8973522,7,Teasley,Camryn,Camryn Teasley,Fr,MB,5-10,4,0,5,0.0,1,1,8,0.0,0,0,0,0,0,0,0,3,0,0.0,2.5,0,0,0,0,2024_11504_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958683,20,Willis,Zanobia,Zanobia Willis,Sr,MB,6-0,30,23,95,0.0,128,60,302,0.225,5,0,0,16,8,1,17,70,8,0.0,180.0,1,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8433319,12,Ashby,Christyn,Christyn Ashby,Sr,OH,6-0,27,13,86,0.0,171,71,414,0.242,3,0,0,19,7,1,6,54,11,0.0,204.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958678,11,Cobb,A'Nylah,A'Nylah Cobb,Sr,RS,5-10,30,22,101,0.0,197,103,536,0.175,14,16,15,149,357,29,2,15,1,0.0,222.5,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958661,1,Morgan,Jyriah,Jyriah Morgan,So,OH,5-11,29,18,96,0.0,200,118,494,0.166,6,3,3,37,65,5,4,37,4,0.0,225.5,1,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958690,23,Chatman,Temperance,Temperance Chatman,Sr,DS,5-1,7,0,22,0.0,0,0,7,0.0,19,5,9,92,106,3,0,0,0,0.0,5.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8440108,19,Adams,Brooke,Brooke Adams,Jr,S,5-6,18,3,47,0.0,1,2,15,-0.067,13,8,11,88,161,8,0,0,0,0.0,9.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8437394,16,Jones,Essence,Essence Jones,So,MH,5-11,30,17,87,0.0,118,56,335,0.185,7,8,10,64,187,24,4,22,5,0.0,141.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8438574,22,Hines,Kaylen,Kaylen Hines,So,MH,6-0,26,25,95,0.0,203,60,458,0.312,4,8,15,46,16,0,16,60,10,0.0,257.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958667,3,Battle,Norielle,Norielle Battle,Fr,OH,5-9,4,0,5,0.0,1,3,7,-0.286,0,0,0,0,1,0,0,0,0,0.0,1.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958668,4,Clarke,Camille,Camille Clarke,Jr,DS,5-4,13,0,23,0.0,0,0,1,0.0,5,2,5,39,106,14,0,0,0,0.0,2.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958670,5,Scanlan,Sierra,Sierra Scanlan,Jr,S,5-8,30,3,107,0.0,9,4,48,0.104,384,27,29,145,12,1,0,1,0,0.0,36.5,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958673,7,Nealy,Jayli,Jayli Nealy,Jr,RS,6-3,11,2,24,0.0,20,11,57,0.158,0,0,0,6,0,0,0,2,6,0.0,21.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958676,8,Williams,Taylor,Taylor Williams,Fr,OH,5-10,25,9,67,0.0,69,57,252,0.048,6,12,25,99,279,21,0,7,0,0.0,84.5,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958686,21,Swanson,Breanna,Breanna Swanson,Fr,DS,5-3,30,0,88,0.0,4,3,26,0.038,41,3,6,221,360,23,0,0,0,0.0,7.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958698,99,Harris,Lyndsay,Lyndsay Harris,Fr,RS,6-0,14,0,43,0.0,0,0,7,0.0,6,19,17,14,12,2,0,0,0,0.0,19.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958702,14,Clay,Kamrynn,Kamrynn Clay,Fr,S,5-8,30,27,107,0.0,15,7,68,0.118,598,30,22,134,7,0,0,5,0,0.0,47.5,2,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8970381,6,Payne,Bailee,Bailee Payne,Fr,OH,5-10,28,13,78,0.0,74,69,288,0.017,7,18,15,103,393,30,0,7,0,0.0,95.5,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585126,SWAC,7,Alabama St.,1,I,8958665,2,Wooldridge,Laila,Laila Wooldridge,Jr,MB,6-1,14,5,37,0.0,20,13,66,0.106,1,2,3,4,7,2,2,16,10,0.0,32.0,0,0,0,0,2024_7_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8433117,5,Klemp,Audrey,Audrey Klemp,Sr,OPP,6-3,27,6,105,0.0,334,132,789,0.256,9,1,4,46,16,0,6,55,7,0.0,368.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8950644,3,Pressly,Jill,Jill Pressly,Sr,OH,5-11,35,34,135,0.0,583,204,1555,0.244,28,42,36,330,926,32,6,52,8,0.0,657.0,2,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8950643,7,Krasowski,Rachel,Rachel Krasowski,Sr,L/DS,5-3,35,0,133,0.0,4,1,29,0.103,155,20,14,614,693,23,0,0,0,0.0,24.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8950642,19,Karl,Hanna,Hanna Karl,Sr,OH,6-0,2,0,6,0.0,5,5,29,0.0,1,0,0,3,22,0,0,1,0,0.0,5.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8437047,13,Kindelberger,Aly,Aly Kindelberger,Sr,MB,6-1,34,34,131,0.0,300,99,661,0.304,19,14,32,62,11,1,15,83,2,0.0,370.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8439205,8,Cudiamat,Ashley,Ashley Cudiamat,Sr,S,5-5,32,27,123,0.0,1,1,19,0.0,677,5,7,289,6,2,1,0,1,0.0,7.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8436580,17,Yavuz,Yagmur,Yagmur Yavuz,Jr,OH,6-1,26,5,82,0.0,91,75,349,0.046,8,0,0,30,93,10,5,35,4,0.0,113.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8439725,16,Oxley,Katelynn,Katelynn Oxley,Jr,MB,6-4,28,26,102,0.0,114,51,283,0.223,1,0,3,24,5,1,9,63,2,0.0,154.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8438229,1,Brooker,Grace,Grace Brooker,Jr,RS,6-2,13,6,29,0.0,48,35,151,0.086,1,0,0,8,2,0,1,12,0,0.0,55.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8437446,10,Scholz,Meghan,Meghan Scholz,So,MB,6-3,33,29,119,0.0,180,66,434,0.263,4,2,11,35,8,1,6,95,3,0.0,235.5,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8440942,12,Mannion,Nora,Nora Mannion,So,L/DS,5-6,31,19,102,0.0,1,0,6,0.167,19,7,4,184,312,17,0,0,0,0.0,8.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8950646,2,Cahill,Abby,Abby Cahill,Fr,L/DS,5-7,34,10,97,0.0,0,0,2,0.0,19,19,10,141,297,18,0,0,0,0.0,19.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,8950647,11,Saeger,Amanda,Amanda Saeger,Fr,S,5-11,35,8,135,0.0,17,1,55,0.291,784,17,19,274,4,0,0,6,0,0.0,37.0,1,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585190,Big East,176,DePaul,1,I,9007990,9,Juncu,Luisa,Luisa Juncu,Fr,OH,5-10,29,6,100,0.0,157,98,498,0.118,6,16,26,82,202,17,5,12,2,0.0,184.0,0,0,0,0,2024_176_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8430532,6,Javitch,Bridget,Bridget Javitch,Sr,L/DS,5-7,29,3,112,0.0,2,0,5,0.4,64,31,36,313,572,22,0,0,0,0.0,33.0,1,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8437941,17,Sipahi,Esma,Esma Sipahi,Sr,S,6-0,29,29,111,0.0,83,21,234,0.265,1092,31,58,238,5,0,1,48,7,0.0,139.0,1,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8442825,9,Stegeman,Lilou,Lilou Stegeman,Sr,MB,6-2,28,28,108,0.0,233,67,485,0.342,19,22,34,103,3,0,27,96,6,0.0,330.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8435023,10,Berisha,Adelina,Adelina Berisha,Jr,OH,6-2,29,29,114,0.0,340,166,937,0.186,30,17,49,299,388,35,5,23,11,0.0,373.5,1,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8439421,11,Hopkins,Holly,Holly Hopkins,So,OH,6-0,23,1,56,0.0,61,30,211,0.147,1,0,1,24,40,4,0,5,0,0.0,63.5,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8432313,7,Stewart,Maddy,Maddy Stewart,So,S,6-1,6,0,16,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8432947,12,Osterdahl,Sofia,Sofia Osterdahl,So,OH,5-11,29,23,112,0.0,234,112,661,0.185,7,1,13,68,146,10,3,48,7,0.0,262.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872118,4,Blankenship,Emma,Emma Blankenship,Fr,MB,6-0,2,0,2,0.0,2,0,4,0.5,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872121,8,Nagy,Sophia,Sophia Nagy,Fr,MB,6-1,16,1,32,0.0,5,4,21,0.048,2,12,9,11,0,0,0,5,1,0.0,19.5,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872122,14,Sterling,Elise,Elise Sterling,Fr,MB,6-0,29,29,113,0.0,179,40,391,0.355,7,0,1,33,0,0,5,66,7,0.0,217.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872123,18,Yilmaz,Zedo,Zedo Yilmaz,Fr,OH,6-1,29,29,114,0.0,368,146,1102,0.201,44,37,45,319,514,20,9,35,1,0.0,431.5,1,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,9080838,20,Zeck,Prinzez,Prinzez Zeck,So,MB,6-0,3,0,5,0.0,2,0,9,0.222,0,0,0,0,0,0,1,2,1,0.0,4.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872120,5,Dakak,Deniz,Deniz Dakak,Fr,S,6-0,12,0,19,0.0,2,1,8,0.125,85,2,4,25,0,0,0,5,0,0.0,6.5,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8441780,13,McLoughlin,Maiden,Maiden McLoughlin,So,OH,5-11,4,0,6,0.0,0,0,5,0.0,0,1,2,2,0,0,0,3,1,0.0,2.5,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585131,Patriot,23,American,1,I,8872119,3,Marrero,Bella,Bella Marrero,Fr,L,5-6,29,2,113,0.0,2,2,9,0.0,68,37,49,355,453,32,0,0,0,0.0,39.0,0,0,0,0,2024_23_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8433714,11,Bommer,Brenna,Brenna Bommer,Sr,S,5-10,33,12,126,0.0,7,2,31,0.161,679,34,31,215,7,0,0,6,0,0.0,44.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8443584,16,Wogenstahl,Irene,Irene Wogenstahl,Sr,MB,6-1,29,27,110,0.0,270,64,707,0.291,8,0,0,32,11,0,13,92,10,0.0,329.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8438301,22,Hefner,Shea,Shea Hefner,Jr,L/DS,5-6,19,3,44,0.0,0,0,2,0.0,4,4,6,54,100,14,0,0,0,0.0,4.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8436553,1,Isley,Peighton,Peighton Isley,Sr,DS,5-6,33,0,125,0.0,4,2,13,0.154,103,18,35,580,643,37,0,0,0,0.0,22.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8440602,7,Welborn,Maycie,Maycie Welborn,Sr,RS,6-3,33,5,123,0.0,260,107,694,0.22,6,0,0,51,8,1,6,61,6,0.0,296.5,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8437248,8,Wyman,Sydney,Sydney Wyman,Jr,MB,6-0,33,28,126,0.0,209,61,503,0.294,12,29,33,123,18,2,12,107,2,0.0,303.5,1,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8430622,5,Hargan,M.E.,M.E. Hargan,Jr,OH,6-1,33,33,126,0.0,393,167,1218,0.186,31,34,50,307,532,47,5,55,7,0.0,459.5,1,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8439172,6,Fitzgerald,Courtney,Courtney Fitzgerald,So,DS,5-8,32,26,116,0.0,2,2,11,0.0,21,21,36,265,610,32,0,2,0,0.0,24.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8434004,9,Nott,Amelia,Amelia Nott,So,MB,6-1,33,31,126,0.0,195,67,505,0.253,17,35,61,74,17,0,16,103,13,0.0,297.5,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8431293,10,Whiteside,Ellie,Ellie Whiteside,So,DS,5-6,11,0,26,0.0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,1.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8440141,14,Everett,Hollan,Hollan Everett,So,MB,6-3,33,4,125,0.0,238,127,763,0.145,2,0,1,73,380,33,9,42,7,0.0,268.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8434290,17,Sennett,Sydney,Sydney Sennett,So,S,6-0,33,21,126,0.0,7,3,38,0.105,591,12,20,253,4,0,0,2,3,0.0,20.0,1,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8920359,2,Heath,Sarah,Sarah Heath,Jr,OH,6-0,16,3,32,0.0,26,17,106,0.085,0,0,1,18,0,0,2,10,0,0.0,33.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8920361,3,Brown,Tinsley,Tinsley Brown,Fr,DS,5-9,16,5,35,0.0,0,0,1,0.0,3,4,5,20,66,4,0,0,0,0.0,4.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585282,OVC,444,Morehead St.,1,I,8920362,4,Klusman,Ruby,Ruby Klusman,Fr,OH,5-9,8,0,8,0.0,2,2,9,0.0,0,2,0,2,8,1,0,0,0,0.0,4.0,0,0,0,0,2024_444_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8958876,9,Mihacevich,Ella,Ella Mihacevich,Sr,S,5-9,33,33,123,0.0,139,42,387,0.251,1237,38,38,301,4,0,3,53,2,0.0,206.5,1,0,0,2,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8430785,3,Torres,Liberty,Liberty Torres,Sr,OH,6-0,33,31,123,0.0,481,164,1430,0.222,3,2,5,96,38,6,21,49,4,0.0,528.5,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8441468,6,Walker,Emma,Emma Walker,Sr,DS,5-5,33,0,123,0.0,2,1,8,0.125,149,36,40,688,340,14,0,0,0,0.0,38.0,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8439943,4,Olinger,Madison,Madison Olinger,Sr,MB,6-1,1,1,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8441274,8,Leon,Ayva,Ayva Leon,Jr,DS,5-8,23,18,81,0.0,0,0,5,0.0,43,9,11,168,336,21,0,0,0,0.0,9.0,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8429866,17,Marshall,Lesley,Lesley Marshall,Jr,DS,5-3,25,11,67,0.0,1,0,2,0.5,11,8,12,93,217,17,0,0,0,0.0,9.0,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8431525,11,Martin,Abbi,Abbi Martin,Jr,MB,6-1,6,0,7,0.0,2,0,4,0.5,0,0,0,0,0,0,0,0,2,0.0,2.0,0,0,0,0,2024_148_player_season_stats.csv
2024,2024-25,WVB,585177,Horizon,148,Cleveland St.,1,I,8435776,16,Voss,Laken,Laken Voss,Jr,OH,5-10,28,16,97,0.0,190,80,794,0.139,17,9,22,247,544,42,6,17,2,0.0,213.5,0,0,0,0,2024_148_player_season_stats.csv
