Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Season
321,UC San Diego,5,1,4,0.2,-14.07,-3.32,1,3,0,1,318,326,210,107,282,0.379,25,94,0.266,79,115,0.687,47,171,56,63,11,95,107,2024-2025
322,UC Santa Barbara,4,2,2,0.5,-4.61,1.73,2,1,0,1,266,241,165,83,219,0.379,26,95,0.274,74,87,0.851,42,139,36,21,10,61,82,2024-2025
323,UCF,4,4,0,1,16.88,-7.87,4,0,0,0,304,205,160,119,251,0.474,16,52,0.308,50,73,0.685,66,182,60,43,15,73,48,2024-2025
324,UCLA,4,4,0,1,28.58,0.83,3,0,0,0,339,228,160,134,277,0.484,33,100,0.33,38,56,0.679,74,205,88,27,19,64,70,2024-2025
325,UNC Asheville,4,0,4,0,-21.53,-4.28,0,1,0,3,209,278,160,74,200,0.37,16,68,0.235,45,64,0.703,36,104,34,24,4,78,79,2024-2025
326,UNC Greensboro,5,4,1,0.8,-12.41,-18.66,4,0,0,1,342,257,200,128,279,0.459,34,93,0.366,52,80,0.65,60,162,63,55,10,78,71,2024-2025
327,UNC Wilmington,6,4,2,0.667,-17.31,-5.56,3,0,1,2,433,362,245,162,388,0.418,36,127,0.283,73,99,0.737,69,240,102,68,19,100,91,2024-2025
328,UT Arlington,5,2,3,0.4,-20.67,-6.67,1,0,1,3,357,343,200,133,332,0.401,9,65,0.138,82,133,0.617,68,209,74,54,21,74,105,2024-2025
329,Utah,4,3,1,0.75,21.63,-18.12,3,0,0,1,378,219,160,136,262,0.519,48,114,0.421,58,79,0.734,45,158,91,48,12,61,68,2024-2025
330,Utah State,5,1,4,0.2,-27.69,-17.89,1,2,0,2,331,380,200,109,328,0.332,45,170,0.265,68,105,0.648,58,177,51,68,17,92,106,2024-2025
331,Utah Tech,4,2,2,0.5,-21.6,-14.27,2,1,0,1,317,318,161,108,262,0.412,51,137,0.372,50,78,0.641,46,153,68,54,15,68,77,2024-2025
332,Utah Valley,4,4,0,1,-4.41,-21.41,3,0,1,0,308,194,160,109,244,0.447,34,96,0.354,56,88,0.636,52,162,87,71,23,77,87,2024-2025
333,UTEP,3,2,1,0.667,4.49,-3.84,2,1,0,0,193,168,120,71,164,0.433,19,44,0.432,32,47,0.681,33,104,35,18,10,61,57,2024-2025
334,UTSA,5,4,1,0.8,12.77,4.97,2,0,2,1,340,301,200,121,285,0.425,29,94,0.309,69,93,0.742,77,187,67,41,20,91,97,2024-2025
335,Valparaiso,5,1,4,0.2,-13.46,0.04,1,1,0,2,336,349,200,116,264,0.439,38,119,0.319,66,101,0.653,37,147,74,47,12,85,100,2024-2025
336,Vanderbilt,5,5,0,1,40.72,0.92,4,0,1,0,432,233,200,168,347,0.484,34,105,0.324,62,83,0.747,83,219,78,61,17,68,70,2024-2025
337,Vermont,5,3,2,0.6,17.81,11.81,2,1,1,1,295,265,200,115,251,0.458,30,85,0.353,35,51,0.686,45,152,66,30,13,73,72,2024-2025
338,Villanova,4,3,1,0.75,15.8,11.8,3,0,0,1,273,257,160,98,225,0.436,26,78,0.333,51,64,0.797,30,131,59,27,18,59,73,2024-2025
339,Virginia,5,4,1,0.8,13.29,-6.32,4,0,0,1,399,301,200,145,337,0.43,44,137,0.321,65,94,0.691,71,231,95,51,32,92,91,2024-2025
340,Virginia Commonwealth,3,2,1,0.667,8.35,-3.32,1,1,1,0,202,167,120,69,150,0.46,22,45,0.489,42,65,0.646,28,109,43,27,10,65,49,2024-2025
341,Virginia Tech,5,4,1,0.8,17.39,-1.01,4,0,0,0,413,321,200,163,317,0.514,30,86,0.349,57,80,0.713,56,182,82,40,18,79,75,2024-2025
342,Wagner,3,1,2,0.333,-35.05,3.45,1,0,0,2,169,202,120,62,156,0.397,22,60,0.367,23,39,0.59,36,114,40,12,9,69,52,2024-2025
343,Wake Forest,5,3,2,0.6,4.1,-11.9,2,1,1,1,325,245,200,117,265,0.442,34,97,0.351,57,84,0.679,44,178,68,60,11,83,84,2024-2025
344,Washington,5,4,1,0.8,16.34,-8.86,4,0,0,1,421,295,200,164,346,0.474,45,114,0.395,48,61,0.787,67,204,73,51,18,67,71,2024-2025
345,Washington State,4,2,2,0.5,3.46,8.71,2,0,0,2,271,292,165,94,240,0.392,23,75,0.307,60,81,0.741,36,135,39,22,28,55,86,2024-2025
346,Weber State,4,1,3,0.25,-22.82,-7.49,1,1,0,2,281,274,160,107,257,0.416,33,111,0.297,34,47,0.723,57,174,68,30,12,82,73,2024-2025
347,West Georgia,4,1,3,0.25,-15.58,-4.58,1,0,0,3,241,285,160,79,208,0.38,19,75,0.253,64,97,0.66,46,128,47,35,7,78,68,2024-2025
348,West Virginia,5,5,0,1,34.23,-4.37,5,0,0,0,438,245,200,152,326,0.466,41,116,0.353,93,127,0.732,82,183,78,80,7,79,93,2024-2025
349,Western Carolina,6,4,2,0.667,-8.82,-1.02,2,0,2,2,447,403,240,158,376,0.42,49,145,0.338,82,107,0.766,75,232,76,62,12,89,108,2024-2025
350,Western Illinois,5,4,1,0.8,-7.84,-13.59,2,1,2,0,388,318,200,138,302,0.457,50,111,0.45,62,91,0.681,61,196,84,50,12,92,88,2024-2025
351,Western Kentucky,3,3,0,1,10.76,-7.24,1,0,2,0,253,162,120,95,190,0.5,24,63,0.381,39,54,0.722,35,107,56,49,12,52,47,2024-2025
352,Western Michigan,4,1,3,0.25,-8.58,17.42,1,1,0,2,185,289,160,66,188,0.351,20,75,0.267,33,46,0.717,30,128,42,30,7,97,70,2024-2025
353,Wichita State,5,2,3,0.4,-0.76,11.74,2,3,0,0,316,352,200,122,330,0.37,27,93,0.29,45,85,0.529,82,206,63,48,19,83,98,2024-2025
354,William & Mary,4,1,3,0.25,-16.61,-3.27,1,0,0,3,235,251,160,90,264,0.341,23,93,0.247,32,48,0.667,58,163,50,30,9,65,73,2024-2025
355,Winthrop,5,2,3,0.4,-24.67,-8.92,1,0,1,3,317,301,200,122,302,0.404,25,77,0.325,48,66,0.727,57,186,59,41,14,97,86,2024-2025
356,Wisconsin,4,3,1,0.75,18.06,3.06,3,0,0,1,313,253,160,124,268,0.463,31,83,0.373,34,55,0.618,48,166,63,31,13,40,59,2024-2025
357,Wofford,5,3,2,0.6,-12.86,-4.2,2,0,1,2,351,268,200,125,315,0.397,30,116,0.259,71,97,0.732,71,206,74,62,9,75,74,2024-2025
358,Wright State,4,1,3,0.25,-13.67,-5.17,1,1,0,2,259,293,160,89,237,0.376,24,92,0.261,57,86,0.663,40,147,35,26,8,72,75,2024-2025
359,Wyoming,4,1,3,0.25,-3.49,6.51,1,1,0,2,233,251,160,88,222,0.396,22,80,0.275,35,56,0.625,39,137,47,27,23,66,65,2024-2025
360,Xavier,4,3,1,0.75,0.01,-1.24,3,1,0,0,220,215,160,80,196,0.408,17,67,0.254,43,66,0.652,23,122,54,45,16,84,75,2024-2025
361,Yale,5,1,4,0.2,-18.26,-1.06,1,2,0,2,262,348,200,100,286,0.35,18,73,0.247,44,82,0.537,70,197,53,26,12,101,102,2024-2025
362,Youngstown State,4,4,0,1,-7.2,-15.2,4,0,0,0,288,199,160,107,254,0.421,27,96,0.281,47,68,0.691,62,182,60,33,17,58,55,2024-2025
